movie,pagerank
indiana jones and the temple of doom (1984),0.0011038802291996835
pinocchio (1940),0.0011025612964424881
mortal kombat (1995),0.001100322013773499
"good, the bad and the ugly, the (buono, il brutto, il cattivo, il) (1966)",0.0010987014251338863
contact (1997),0.001082910281457992
kill bill: vol. 2 (2004),0.0010800303805731705
city of god (cidade de deus) (2002),0.001075807250668294
spirited away (sen to chihiro no kamikakushi) (2001),0.00106833846947782
nine months (1995),0.001052350864635989
tommy boy (1995),0.001047564788494739
platoon (1986),0.0010447756120041663
it's a wonderful life (1946),0.0010434867676652614
shakespeare in love (1998),0.001038333543526821
star trek: first contact (1996),0.0010382011040891057
rumble in the bronx (hont faan kui) (1995),0.0010373841926184632
rob roy (1995),0.0010189155695594278
wall·e (2008),0.0010135958471754144
father of the bride part ii (1995),0.0010118898719499844
spider-man (2002),0.00100919642194076
chinatown (1974),0.0010018678663428165
gattaca (1997),0.0010008857227888645
space jam (1996),0.0009995555739263525
dazed and confused (1993),0.000999245250842777
annie hall (1977),0.0009982278136102727
brazil (1985),0.000994890097185275
"bug's life, a (1998)",0.0009931466020379732
carlito's way (1993),0.0009913016239808314
office space (1999),0.0009885185189538557
"maltese falcon, the (1941)",0.0009854377832104282
this is spinal tap (1984),0.0009840584148333759
eraser (1996),0.0009808369459643636
harry potter and the chamber of secrets (2002),0.0009798851163903624
up (2009),0.000979484790436457
harry potter and the sorcerer's stone (a.k.a. harry potter and the philosopher's stone) (2001),0.0009787153090549002
mars attacks! (1996),0.0009760992824241664
"flintstones, the (1994)",0.0009759522748562931
some like it hot (1959),0.0009737779909110261
scream (1996),0.0009728221730185492
wallace & gromit: the wrong trousers (1993),0.00097198163933278
face/off (1997),0.000971093454638848
to kill a mockingbird (1962),0.0009688178406324149
"departed, the (2006)",0.000968702959597342
beetlejuice (1988),0.0009680936580569955
disclosure (1994),0.0009677783335111805
french kiss (1995),0.0009657420963927177
toy story 2 (1999),0.0009544874010069001
liar liar (1997),0.0009544525826863503
much ado about nothing (1993),0.0009460868701419732
wallace & gromit: a close shave (1995),0.0009421906478897513
"city of lost children, the (cité des enfants perdus, la) (1995)",0.0009366091568885616
mallrats (1995),0.0009338606452956694
v for vendetta (2006),0.0009336974211686707
"cable guy, the (1996)",0.0009311651448241321
"crouching tiger, hidden dragon (wo hu cang long) (2000)",0.0009286778690365615
back to the future part ii (1989),0.0009269495271763172
cast away (2000),0.0009246046976444315
"sting, the (1973)",0.0009130986976725307
dangerous minds (1995),0.0009126658757144545
don juan demarco (1995),0.0009093586633139944
back to the future part iii (1990),0.0009022110006146294
hackers (1995),0.0008998709356109604
singin' in the rain (1952),0.0008995931515743365
copycat (1995),0.0008850966111241139
meet the parents (2000),0.0008850486443144042
little women (1994),0.000884642789536986
"hudsucker proxy, the (1994)",0.0008831877147732567
free willy (1993),0.0008787010991142596
young frankenstein (1974),0.000878581835654252
grease (1978),0.0008763978232706369
ferris bueller's day off (1986),0.0008740903936998343
die hard 2 (1990),0.000869931695038486
"abyss, the (1989)",0.0008621109612785372
i.q. (1994),0.0008596109114110936
starship troopers (1997),0.0008561688712095958
"truth about cats & dogs, the (1996)",0.0008545072420257675
being john malkovich (1999),0.0008518534547217266
searching for bobby fischer (1993),0.0008447035206210052
"postman, the (postino, il) (1994)",0.0008402656748414619
snatch (2000),0.0008367305250407939
james and the giant peach (1996),0.0008347876683006697
run lola run (lola rennt) (1998),0.0008294987821992749
iron man (2008),0.0008231598760095359
"bourne ultimatum, the (2007)",0.0008217464536173743
"adventures of priscilla, queen of the desert, the (1994)",0.0008011873414173162
shrek 2 (2004),0.0007958378079161334
edward scissorhands (1990),0.0007958173569884314
"lost world: jurassic park, the (1997)",0.0007955748305175338
nell (1994),0.0007944391765802825
"o brother, where art thou? (2000)",0.0007934236027129943
"mummy, the (1999)",0.0007876220981090178
fantasia (1940),0.0007862148396224128
"lock, stock & two smoking barrels (1998)",0.0007825309569104678
"matrix reloaded, the (2003)",0.000777671531408894
junior (1994),0.000771167019268326
showgirls (1995),0.0007688892056004078
miracle on 34th street (1994),0.000767988256287092
harry potter and the prisoner of azkaban (2004),0.000766432001495091
like water for chocolate (como agua para chocolate) (1992),0.0007581958123640898
"river wild, the (1994)",0.000753587588464335
"aristocats, the (1970)",0.0007517440655020831
"indian in the cupboard, the (1995)",0.000749614505135322
to die for (1995),0.0007452700827528098
airplane! (1980),0.0007427795445876891
army of darkness (1993),0.000741315926898207
"jungle book, the (1994)",0.0007402684720692665
"quick and the dead, the (1995)",0.0007383740316322278
star trek ii: the wrath of khan (1982),0.0007332881029810307
ratatouille (2007),0.0007329291581199209
gone with the wind (1939),0.0007304041389365952
bruce almighty (2003),0.0007283730986732456
butch cassidy and the sundance kid (1969),0.0007269888897807336
"matrix revolutions, the (2003)",0.0007264409067246861
executive decision (1996),0.0007253307576929823
"hunchback of notre dame, the (1996)",0.0007242542906306734
so i married an axe murderer (1993),0.000722271922502763
dirty dancing (1987),0.0007217324309114497
bullets over broadway (1994),0.0007193523383209929
bio-dome (1996),0.0007177554959825504
strange days (1995),0.0007175395280366671
"south park: bigger, longer and uncut (1999)",0.0007163164715804459
mulan (1998),0.0007083022453578472
escape from l.a. (1996),0.0007051069344529509
interstellar (2014),0.0007048441265494522
"english patient, the (1996)",0.0007028943268395824
casino royale (2006),0.0007026729675768611
"madness of king george, the (1994)",0.0007020630432507027
ice age (2002),0.0006995845832813488
legally blonde (2001),0.0006901903545475331
"pan's labyrinth (laberinto del fauno, el) (2006)",0.0006883726755691123
hoop dreams (1994),0.0006873299498163541
tank girl (1995),0.0006859728932456842
"bourne supremacy, the (2004)",0.0006821289293358486
mighty aphrodite (1995),0.0006791878254388404
cool hand luke (1967),0.0006767555509840661
kingpin (1996),0.0006756141052026742
"prestige, the (2006)",0.000673251083297528
down periscope (1996),0.0006692822213405046
"specialist, the (1994)",0.0006680880400717455
field of dreams (1989),0.000667817781330112
powder (1995),0.0006666963631602519
my fair lady (1964),0.0006665861741825414
under siege 2: dark territory (1995),0.0006661117614565191
"crying game, the (1992)",0.0006650049025978729
donnie brasco (1997),0.0006619576070108661
muriel's wedding (1994),0.0006585088509449058
bridget jones's diary (2001),0.000655188311665851
tin cup (1996),0.0006454184253933005
grosse pointe blank (1997),0.0006444097196499301
cinderella (1950),0.0006349285576178984
"patriot, the (2000)",0.0006343988264602153
notting hill (1999),0.0006296951063669859
phenomenon (1996),0.0006272384107388367
rudy (1993),0.0006256349464783604
"notebook, the (2004)",0.0006238748458427178
muppet treasure island (1996),0.0006234299776929673
"honey, i shrunk the kids (1989)",0.0006231051233195986
"bridge on the river kwai, the (1957)",0.0006175500775862489
"boot, das (boat, the) (1981)",0.0006152971261199719
"goonies, the (1985)",0.0006151857732552871
airheads (1994),0.0006144319844398512
"philadelphia story, the (1940)",0.0006124949732664111
lethal weapon (1987),0.0006096110385893839
batman returns (1992),0.0006075660583231978
before sunrise (1995),0.00060681520394835
"avengers, the (2012)",0.0006059133611176741
"african queen, the (1951)",0.0006049670729260387
"brady bunch movie, the (1995)",0.000604783828971226
striptease (1996),0.0005999090376619677
enemy of the state (1998),0.0005998997811041793
"little mermaid, the (1989)",0.0005963521868881679
dolores claiborne (1995),0.0005918200121691475
"blair witch project, the (1999)",0.0005912336901063666
bottle rocket (1996),0.0005910710583102533
"mask of zorro, the (1998)",0.0005902497923425296
slumdog millionaire (2008),0.0005902150688724273
my best friend's wedding (1997),0.0005898588393018839
mary shelley's frankenstein (frankenstein) (1994),0.0005874597841621716
lady and the tramp (1955),0.0005853723742182985
air force one (1997),0.0005840161073505841
"wedding singer, the (1998)",0.000583444190685355
almost famous (2000),0.0005821155337740026
hitch (2005),0.0005818598927050132
big (1988),0.0005813459426766775
avatar (2009),0.0005808445934632863
101 dalmatians (one hundred and one dalmatians) (1961),0.0005806080566601608
"doors, the (1991)",0.0005757632763781362
inglourious basterds (2009),0.0005751370636761528
chicken run (2000),0.0005744895877020185
10 things i hate about you (1999),0.0005741321267433013
dogma (1999),0.0005705809620980388
basic instinct (1992),0.0005699595325498197
ransom (1996),0.000566804874565677
total recall (1990),0.0005661673097223669
"pianist, the (2002)",0.0005659833350744424
star trek vi: the undiscovered country (1991),0.0005656041770179115
million dollar baby (2004),0.0005617962836644015
x2: x-men united (2003),0.0005607294743653165
the devil's advocate (1997),0.0005594404504945619
who framed roger rabbit? (1988),0.0005574137484938715
"40-year-old virgin, the (2005)",0.0005567843125942126
star wars: episode ii - attack of the clones (2002),0.0005517026319124405
chasing amy (1997),0.0005471928843921553
traffic (2000),0.0005467495560586547
three colors: blue (trois couleurs: bleu) (1993),0.000545925328683167
"pursuit of happyness, the (2006)",0.0005456508895043745
seven samurai (shichinin no samurai) (1954),0.0005421423215382737
breakfast at tiffany's (1961),0.0005412840263966962
matilda (1996),0.0005411789364427628
"bridges of madison county, the (1995)",0.0005378693591212134
little miss sunshine (2006),0.0005370809216232253
"jungle book, the (1967)",0.0005369676722610462
mystery science theater 3000: the movie (1996),0.0005369450344807483
cool runnings (1993),0.0005359683677122475
scarface (1983),0.0005351608242306198
swingers (1996),0.0005345509357904975
alice in wonderland (1951),0.000534271882541247
blue velvet (1986),0.0005340551511880582
"full monty, the (1997)",0.0005320320908425798
sixteen candles (1984),0.0005291124764483711
high fidelity (2000),0.0005273336188392976
richie rich (1994),0.0005270965705381066
star trek: the motion picture (1979),0.0005263447069381252
william shakespeare's romeo + juliet (1996),0.0005253733268439605
shaun of the dead (2004),0.0005250221638571141
pi (1998),0.0005249292847887245
fear and loathing in las vegas (1998),0.0005234837706554832
mission: impossible ii (2000),0.0005214233900838799
"great escape, the (1963)",0.0005207368808487176
erin brockovich (2000),0.0005199511079442866
juno (2007),0.0005150436510611393
shutter island (2010),0.0005145529286148207
children of men (2006),0.000512536358547444
lawrence of arabia (1962),0.0005114706490951848
big daddy (1999),0.0005110832418632721
sin city (2005),0.0005109706756296905
no country for old men (2007),0.0005086088858156246
reality bites (1994),0.000506444237494517
dumbo (1941),0.000505662596267028
primal fear (1996),0.0005055677975303511
that thing you do! (1996),0.0005055368285322948
"deer hunter, the (1978)",0.000503994586054479
300 (2007),0.0005028123802851663
"king's speech, the (2010)",0.0005018833667879855
galaxy quest (1999),0.0005012705274756639
101 dalmatians (1996),0.0004979869411336609
guardians of the galaxy (2014),0.0004979731137294933
eyes wide shut (1999),0.0004971314391721738
sneakers (1992),0.0004968906805508042
multiplicity (1996),0.0004966727799266591
"exorcist, the (1973)",0.0004936091514259521
"long kiss goodnight, the (1996)",0.0004934299929874436
in the name of the father (1993),0.0004933426397260057
"walk in the clouds, a (1995)",0.0004932961206400344
"birds, the (1963)",0.0004924919206196065
"craft, the (1996)",0.0004919752884586716
drop zone (1994),0.0004911614468535585
con air (1997),0.0004901215603147048
heavenly creatures (1994),0.0004898343669293643
election (1999),0.0004897945696773798
cinema paradiso (nuovo cinema paradiso) (1989),0.0004886034328919942
men in black ii (a.k.a. miib) (a.k.a. mib 2) (2002),0.0004882992036423446
"to wong foo, thanks for everything! julie newmar (1995)",0.0004880443686232711
dark city (1998),0.00048514593157635136
hotel rwanda (2004),0.00048470750524074705
"femme nikita, la (nikita) (1990)",0.00048307984059738903
milk money (1994),0.00048238474525363494
ghost in the shell (kôkaku kidôtai) (1995),0.00048180061734291323
rocky (1976),0.00048074905805983384
school of rock (2003),0.0004794913534361774
bonnie and clyde (1967),0.00047908823101492395
sling blade (1996),0.0004789086887656976
princess mononoke (mononoke-hime) (1997),0.0004788887999856466
manhattan (1979),0.00047864267140047833
50 first dates (2004),0.00047615211849940287
spider-man 2 (2004),0.0004728848156591662
emma (1996),0.0004726044557158178
three colors: white (trzy kolory: bialy) (1994),0.0004713138423391069
"devil wears prada, the (2006)",0.0004712553082298895
timecop (1994),0.0004710675152762631
sabrina (1954),0.0004700804962449951
kids (1995),0.00046882085164731696
the imitation game (2014),0.000467719799080876
mulholland drive (2001),0.0004663260943905356
smoke (1995),0.0004662693281503138
gone in 60 seconds (2000),0.0004660969464584572
american psycho (2000),0.0004654830920168876
night of the living dead (1968),0.000465210888144048
shallow grave (1994),0.00046473335228215733
escape from new york (1981),0.00046309763971572293
"wolf of wall street, the (2013)",0.00046249038258864124
robocop 3 (1993),0.0004611820065447986
"dark knight rises, the (2012)",0.00045980967063520675
raising arizona (1987),0.0004596215563622058
boys don't cry (1999),0.0004584766905746089
yes man (2008),0.0004573947010702658
miss congeniality (2000),0.00045688582558848926
sunset blvd. (a.k.a. sunset boulevard) (1950),0.0004548379489122826
rushmore (1998),0.0004545040345506009
the butterfly effect (2004),0.0004530685309405185
heavy metal (1981),0.0004523170095038588
"apartment, the (1960)",0.00044959700129921614
star trek iii: the search for spock (1984),0.00044866855885756975
arsenic and old lace (1944),0.0004486067831588078
friday (1995),0.0004483835002226376
roman holiday (1953),0.00044778051295343504
big fish (2003),0.0004477754978790271
pleasantville (1998),0.00044709690623546716
payback (1999),0.00044642465476228156
"grand day out with wallace and gromit, a (1989)",0.0004455342482715603
harry potter and the half-blood prince (2009),0.0004452730917116851
sgt. bilko (1996),0.0004441006446740523
forget paris (1995),0.0004438763080130868
four rooms (1995),0.00044194599339948253
"others, the (2001)",0.0004418487404305904
mean girls (2004),0.0004409581396667744
"beverly hillbillies, the (1993)",0.0004407568114399505
lost in translation (2003),0.00044038336656591535
virtuosity (1995),0.00044016904155811694
charlie's angels (2000),0.000440071715628725
harry potter and the goblet of fire (2005),0.00043820662204439414
"i, robot (2004)",0.00043640480813157505
sleeper (1973),0.0004357591389002433
raging bull (1980),0.0004320001974547961
"rocky horror picture show, the (1975)",0.0004304439566900166
immortal beloved (1994),0.0004296839818990905
crumb (1994),0.00042894739177254897
signs (2002),0.0004283679721911187
"people vs. larry flynt, the (1996)",0.00042833287292817215
"x-files: fight the future, the (1998)",0.0004277692287053594
akira (1988),0.000427675330335919
"paper, the (1994)",0.00042756772534262603
how to train your dragon (2010),0.0004275153800651298
"time to kill, a (1996)",0.00042735838826252984
my big fat greek wedding (2002),0.0004262889680312586
"little princess, a (1995)",0.0004257308506631642
dracula: dead and loving it (1995),0.0004251115065830903
exit to eden (1994),0.0004236307710040032
"hangover, the (2009)",0.00042222564366035264
cruel intentions (1999),0.0004209307170401158
wyatt earp (1994),0.00041973993652506174
mighty morphin power rangers: the movie (1995),0.00041944736401978446
courage under fire (1996),0.0004182672069764672
"thing, the (1982)",0.0004164307601337798
love actually (2003),0.00041386877072287573
28 days later (2002),0.00041316537987816376
assassins (1995),0.00041310976323003206
antz (1998),0.0004129787827488485
spy hard (1996),0.0004107838776268746
you've got mail (1998),0.0004103394786227616
wallace & gromit: the best of aardman animation (1996),0.00040842586137455
poltergeist (1982),0.000408305762680773
"few good men, a (1992)",0.0004083054466386528
patton (1970),0.00040606923285577156
batman & robin (1997),0.00040445134877891044
"illusionist, the (2006)",0.0004043499388926126
boomerang (1992),0.00040416413237873714
ninja scroll (jûbei ninpûchô) (1995),0.00040016006402561027
appleseed (appurushîdo) (2004),0.00040016006402561027
three colors: red (trois couleurs: rouge) (1994),0.0003997732673114921
highlander (1986),0.00039922282359864476
carrie (1976),0.0003991600798087332
alien³ (a.k.a. alien 3) (1992),0.0003989958225552599
how to make an american quilt (1995),0.00039725395717131603
dial m for murder (1954),0.0003964169919171338
clockers (1995),0.0003962032144221773
blade (1998),0.00039561501884219667
boys on the side (1995),0.0003932305371335309
star wars: episode iii - revenge of the sith (2005),0.0003930873045908065
nixon (1995),0.0003921477820114951
"italian job, the (2003)",0.00039207692182090226
"ref, the (1994)",0.0003917121692070732
all about eve (1950),0.0003883221486259524
django unchained (2012),0.0003872265196688539
"englishman who went up a hill but came down a mountain, the (1995)",0.00038562249517517806
runaway bride (1999),0.0003850004334916276
lone star (1996),0.0003842314381641396
star trek iv: the voyage home (1986),0.00038365701562198567
blow (2001),0.00038353979325712005
screamers (1995),0.00038293909114160446
zoolander (2001),0.0003815518191004786
hercules (1997),0.000381219716905229
"cell, the (2000)",0.0003809268857420278
"last samurai, the (2003)",0.0003794091092451521
"sword in the stone, the (1963)",0.00037695207763668084
black hawk down (2001),0.00037694637921164805
"secret garden, the (1993)",0.00037670083052874186
"goofy movie, a (1995)",0.0003750288612931624
star trek (2009),0.0003749116410375671
bound (1996),0.00037459124127228174
district 9 (2009),0.0003734229900655776
toy story 3 (2010),0.0003733469355902074
"royal tenenbaums, the (2001)",0.00037311721802758244
i am legend (2007),0.0003712918625360556
sleepy hollow (1999),0.00037083564319885585
deep impact (1998),0.00037000132919851
sliding doors (1998),0.00036871385994986393
bowling for columbine (2002),0.00036800163886448976
how to lose a guy in 10 days (2003),0.0003671157660871753
blood diamond (2006),0.0003653521935565577
houseguest (1994),0.00036532564940422853
"remains of the day, the (1993)",0.0003646174655078196
rush hour (1998),0.00036438239043174754
to catch a thief (1955),0.00036433369399862896
renaissance man (1994),0.0003629923036570608
boogie nights (1997),0.0003618418508076126
conspiracy theory (1997),0.0003617667845230388
"secret of roan inish, the (1994)",0.0003616441758712371
"juror, the (1996)",0.00036103067525872234
intouchables (2011),0.0003608283797434356
"bronx tale, a (1993)",0.0003601128450847554
a.i. artificial intelligence (2001),0.0003600037901714853
rosemary's baby (1968),0.00035975773456145294
black sheep (1996),0.0003593712111954302
final destination (2000),0.0003592452637057173
best in show (2000),0.0003558520209893225
pirates of the caribbean: dead man's chest (2006),0.0003554983102578678
wild wild west (1999),0.0003545870231584641
another stakeout (1993),0.00035386370972073503
austin powers in goldmember (2002),0.0003532845818714697
hot fuzz (2007),0.00035264989276674965
welcome to the dollhouse (1995),0.0003522634800137367
tomorrow never dies (1997),0.00035216079774207765
"corrina, corrina (1994)",0.00035182382440696004
major payne (1995),0.0003516720435388908
white squall (1996),0.0003488184757625632
things to do in denver when you're dead (1995),0.00034784636261237656
"social network, the (2010)",0.00034654008593829034
notorious (1946),0.00034586762170891154
bambi (1942),0.0003457618164022416
city hall (1996),0.0003432492828235096
cutthroat island (1995),0.00034261496155181857
"return of the pink panther, the (1975)",0.0003425314106679349
othello (1995),0.0003417704870390203
up close and personal (1996),0.00034166945614464366
mr. & mrs. smith (2005),0.0003415439290541862
"basketball diaries, the (1995)",0.0003411289523023129
money train (1995),0.00033762498082171656
tron (1982),0.00033599298718894443
constantine (2005),0.0003355002823379767
mystic river (2003),0.0003343699289841937
super size me (2004),0.0003343696414454566
"christmas story, a (1983)",0.0003337911788033838
"me, myself & irene (2000)",0.00033355086530454764
devil in a blue dress (1995),0.00033337273616869346
"untouchables, the (1987)",0.0003327950727143045
circle of friends (1995),0.00033264327258520433
"terminal, the (2004)",0.00033242915031760366
big hero 6 (2014),0.00033193807086656716
my neighbor totoro (tonari no totoro) (1988),0.00033129666602080054
harry potter and the deathly hallows: part 1 (2010),0.00033078897597070344
analyze this (1999),0.0003307661028724216
say anything... (1989),0.00033035858964804084
mulholland falls (1996),0.0003298384730883385
super mario bros. (1993),0.00032942114388621825
richard iii (1995),0.0003289859448389789
living in oblivion (1995),0.00032877137508956146
"chronicles of narnia: the lion, the witch and the wardrobe, the (2005)",0.0003282686855744497
